CustomerID,Name,Age,Gender,Email,PurchaseAmount,PurchaseDate,ProductCategory,Rating,month,year
CUST1032,Lina Mahmoud,64,M,lina.mahmoud@hotmail.com,958.61,2024-03-01 00:00:00.000000,Unkwon,5,3,2024
CUST1033,Sara Mahmoud,64,M,sara.mahmoud@gmail.com,378.4,2024-05-30 00:00:00.000000,Unkwon,5,5,2024
CUST1034,Fatma Mahmoud,64,F,fatma.mahmoud@hotmail.com,892.09,2023-11-15 00:00:00.000000,Unkwon,4,11,2023
CUST1035,Mark Gaber,64,M,mark.gaber@yahoo.com,917.28,2024-11-16 00:00:00.000000,Home,2,11,2024
CUST1036,Sara Ali,70,F,sara.ali@yahoo.com,542.06,2023-01-12 00:00:00.000000,Electronics,2,1,2023
CUST1037,Sara Hassan,64,M,sara.hassan@yahoo.com,273.27,2025-01-17 00:00:00.000000,Electronics,5,1,2025
CUST1038,Lina Gaber,46,F,lina.gaber@hotmail.com,273.77,2023-01-30 00:00:00.000000,Electronics,3,1,2023
CUST1039,Ahmed Hassan,64,M,ahmed.hassan@gmail.com,513.99,2024-02-02 00:00:00.000000,Unkwon,5,2,2024
CUST1040,Fatma Gaber,64,F,fatma.gaber@gmail.com,812.78,2024-11-27 00:00:00.000000,Unkwon,1,11,2024
CUST1041,Alaa Mahmoud,64,M,alaa.mahmoud@hotmail.com,543.97,2025-03-08 00:00:00.000000,Toys,4,3,2025
CUST1042,Sara Mahmoud,64,F,sara.mahmoud@gmail.com,70.55,2024-01-03 00:00:00.000000,Home,2,1,2024
CUST1043,John Ibrahim,57,F,john.ibrahim@hotmail.com,330.84,2024-08-12 00:00:00.000000,Unkwon,1,8,2024
CUST1044,Sara Gaber,64,M,sara.gaber@hotmail.com,156.51,2024-02-24 00:00:00.000000,Home,3,2,2024
CUST1045,John Gaber,64,M,john.gaber@gmail.com,207.45,2024-12-24 00:00:00.000000,Clothing,5,12,2024
CUST1046,Ahmed Hassan,64,M,ahmed.hassan@hotmail.com,713.49,2023-02-27 00:00:00.000000,Books,5,2,2023
CUST1047,Ahmed Ibrahim,64,F,ahmed.ibrahim@yahoo.com,911.39,2024-11-26 00:00:00.000000,Clothing,2,11,2024
CUST1048,Mark Smith,81,F,mark.smith@yahoo.com,309.4,2024-02-05 00:00:00.000000,Clothing,10,2,2024
CUST1049,Fatma Mahmoud,64,M,fatma.mahmoud@yahoo.com,500.24,2023-02-13 00:00:00.000000,Unkwon,4,2,2023
CUST1050,Ahmed Ibrahim,64,M,ahmed.ibrahim@gmail.com,93.1,2022-11-18 00:00:00.000000,Clothing,5,11,2022
CUST1051,Ali Smith,64,M,ali.smith@yahoo.com,968.44,2024-07-01 00:00:00.000000,Home,2,7,2024
CUST1052,Sara Ali,64,F,sara.ali@gmail.com,521.87,2024-11-07 00:00:00.000000,Unkwon,2,11,2024
CUST1053,Mark Mahmoud,64,F,mark.mahmoud@hotmail.com,678.65,2024-05-30 00:00:00.000000,Home,1,5,2024
CUST1054,Ali Hassan,64,M,ali.hassan@yahoo.com,639.4,2023-07-21 00:00:00.000000,Electronics,2,7,2023
CUST1055,Sara Hassan,64,M,sara.hassan@yahoo.com,887.67,2024-11-17 00:00:00.000000,Books,1,11,2024
CUST1056,John Mahmoud,64,M,john.mahmoud@gmail.com,346.31,2025-01-02 00:00:00.000000,Toys,3,1,2025
CUST1057,Mark Ibrahim,29,F,mark.ibrahim@hotmail.com,924.82,2024-05-09 00:00:00.000000,Home,3,5,2024
CUST1058,Alaa Ali,64,M,alaa.ali@hotmail.com,382.76,2023-09-25 00:00:00.000000,Electronics,5,9,2023
CUST1059,Ali Mahmoud,64,F,ali.mahmoud@yahoo.com,847.9,2025-01-28 00:00:00.000000,Electronics,5,1,2025
CUST1060,Sara Gaber,64,M,sara.gaber@gmail.com,72.75,2024-11-21 00:00:00.000000,Electronics,5,11,2024
CUST1061,Ali Gaber,64,M,ali.gaber@hotmail.com,538.83,2025-03-29 00:00:00.000000,Toys,5,3,2025
CUST1062,Fatma Gaber,64,F,fatma.gaber@hotmail.com,462.04,2024-09-26 00:00:00.000000,Clothing,2,9,2024
CUST1063,Ahmed Ibrahim,64,M,ahmed.ibrahim@yahoo.com,665.71,2024-12-22 00:00:00.000000,Electronics,2,12,2024
CUST1064,Sara Ali,64,M,sara.ali@hotmail.com,627.16,2023-11-24 00:00:00.000000,Clothing,5,11,2023
CUST1065,John Ali,83,F,john.ali@hotmail.com,326.42,2024-03-10 00:00:00.000000,Unkwon,5,3,2024
CUST1066,Sara Mahmoud,64,M,sara.mahmoud@hotmail.com,600.8,2023-10-10 00:00:00.000000,Books,3,10,2023
CUST1067,Sara Gaber,64,M,sara.gaber@yahoo.com,85.14,2024-03-17 04:28:05.570131,Clothing,2,3,2024
CUST1068,Ali Hassan,64,F,ali.hassan@gmail.com,336.17,2024-08-11 00:00:00.000000,Home,1,8,2024
CUST1069,Sara Hassan,64,F,sara.hassan@yahoo.com,338.8,2024-07-02 00:00:00.000000,Clothing,5,7,2024
CUST1070,Mark Mahmoud,81,F,mark.mahmoud@gmail.com,330.97,2024-08-30 00:00:00.000000,Clothing,2,8,2024
CUST1071,Fatma Ibrahim,62,F,fatma.ibrahim@yahoo.com,642.53,2024-05-20 00:00:00.000000,Clothing,4,5,2024
CUST1072,Lina Mahmoud,64,F,lina.mahmoud@gmail.com,624.57,2025-01-31 00:00:00.000000,Electronics,5,1,2025
CUST1073,Ali Ali,64,M,ali.ali@gmail.com,140.28,2024-06-21 00:00:00.000000,Books,5,6,2024
CUST1074,Ahmed Ibrahim,64,M,ahmed.ibrahim@yahoo.com,434.82,2023-01-11 00:00:00.000000,Home,2,1,2023
CUST1075,Mark Ibrahim,64,F,mark.ibrahim@yahoo.com,991.85,2025-06-07 00:00:00.000000,Clothing,1,6,2025
CUST1076,Fatma Smith,64,F,fatma.smith@hotmail.com,95.42,2025-04-24 00:00:00.000000,Toys,3,4,2025
CUST1077,Mark Mahmoud,64,F,mark.mahmoud@yahoo.com,384.79,2023-05-31 00:00:00.000000,Clothing,5,5,2023
CUST1078,Ali Ibrahim,64,M,ali.ibrahim@yahoo.com,580.82,2023-04-13 00:00:00.000000,Unkwon,5,4,2023
CUST1079,Mark Smith,64,F,mark.smith@yahoo.com,356.65,2024-03-13 00:00:00.000000,Clothing,2,3,2024
CUST1080,Sara Gaber,73,M,sara.gaber@gmail.com,979.66,2025-06-10 00:00:00.000000,Home,10,6,2025
CUST1081,Lina Ibrahim,64,M,lina.ibrahim@hotmail.com,416.05,2022-10-28 00:00:00.000000,Unkwon,1,10,2022
CUST1082,Ali Mahmoud,64,M,ali.mahmoud@yahoo.com,424.64,2025-01-24 00:00:00.000000,Electronics,10,1,2025
CUST1083,Ali Hassan,64,M,ali.hassan@yahoo.com,141.87,2022-11-24 00:00:00.000000,Unkwon,10,11,2022
CUST1084,John Smith,64,F,john.smith@yahoo.com,58.44,2025-04-24 00:00:00.000000,Home,1,4,2025
CUST1085,Ali Gaber,64,M,ali.gaber@yahoo.com,458.49,2025-07-17 00:00:00.000000,Unkwon,10,7,2025
CUST1086,Fatma Hassan,64,F,fatma.hassan@hotmail.com,693.15,2024-08-26 00:00:00.000000,Clothing,4,8,2024
CUST1087,Sara Gaber,41,F,sara.gaber@gmail.com,467.33,2024-02-13 00:00:00.000000,Unkwon,4,2,2024
CUST1088,Lina Hassan,64,M,lina.hassan@gmail.com,216.88,2024-05-13 00:00:00.000000,Electronics,3,5,2024
CUST1089,Alaa Gaber,64,F,alaa.gaber@hotmail.com,349.65,2022-10-31 00:00:00.000000,Toys,1,10,2022
CUST1090,Ali Mahmoud,64,M,ali.mahmoud@yahoo.com,143.28,2025-06-25 00:00:00.000000,Clothing,1,6,2025
CUST1091,Sara Hassan,64,F,sara.hassan@hotmail.com,753.92,2023-02-19 00:00:00.000000,Books,3,2,2023
CUST1092,John Ali,64,F,john.ali@gmail.com,771.55,2023-09-07 00:00:00.000000,Unkwon,10,9,2023
CUST1093,Fatma Ibrahim,64,M,fatma.ibrahim@gmail.com,558.24,2023-07-23 00:00:00.000000,Electronics,1,7,2023
CUST1094,Fatma Smith,64,M,fatma.smith@gmail.com,883.32,2023-07-06 00:00:00.000000,Unkwon,2,7,2023
CUST1095,Lina Ali,31,M,lina.ali@gmail.com,989.5,2025-06-14 00:00:00.000000,Clothing,5,6,2025
CUST1096,Ahmed Smith,64,M,ahmed.smith@gmail.com,179.9,2025-04-14 00:00:00.000000,Home,4,4,2025
CUST1097,Sara Ali,64,M,sara.ali@yahoo.com,290.07,2023-06-14 00:00:00.000000,Home,5,6,2023
CUST1098,Alaa Hassan,64,F,alaa.hassan@hotmail.com,951.65,2023-08-13 00:00:00.000000,Toys,2,8,2023
CUST1099,Mark Ibrahim,64,F,mark.ibrahim@gmail.com,402.26,2024-02-03 00:00:00.000000,Clothing,2,2,2024
CUST1100,Sara Ali,64,M,sara.ali@gmail.com,438.21,2024-03-17 04:28:05.570131,Unkwon,3,3,2024
CUST1101,Ali Mahmoud,64,F,ali.mahmoud@hotmail.com,502.86,2023-11-08 00:00:00.000000,Unkwon,1,11,2023
CUST1102,Ali Smith,64,M,ali.smith@yahoo.com,76.21,2024-12-23 00:00:00.000000,Electronics,5,12,2024
CUST1103,Mark Mahmoud,64,M,mark.mahmoud@yahoo.com,35.01,2025-04-23 00:00:00.000000,Clothing,2,4,2025
CUST1104,Ali Hassan,64,M,ali.hassan@gmail.com,392.66,2024-04-04 00:00:00.000000,Home,2,4,2024
CUST1105,Sara Ibrahim,64,F,sara.ibrahim@gmail.com,530.59,2025-05-23 00:00:00.000000,Clothing,2,5,2025
CUST1106,Ali Gaber,64,M,ali.gaber@hotmail.com,361.23,2024-01-02 00:00:00.000000,Toys,2,1,2024
CUST1107,Lina Ibrahim,64,F,lina.ibrahim@gmail.com,654.55,2024-03-29 00:00:00.000000,Unkwon,3,3,2024
CUST1108,Mark Ibrahim,64,F,mark.ibrahim@gmail.com,380.2,2023-07-09 00:00:00.000000,Books,2,7,2023
CUST1109,Ali Hassan,64,F,ali.hassan@yahoo.com,586.24,2025-04-27 00:00:00.000000,Electronics,5,4,2025
CUST1110,Alaa Mahmoud,64,M,alaa.mahmoud@hotmail.com,524.98,2023-03-14 00:00:00.000000,Home,5,3,2023
CUST1111,Ali Mahmoud,64,F,ali.mahmoud@yahoo.com,237.89,2023-07-13 00:00:00.000000,Home,3,7,2023
CUST1112,Alaa Mahmoud,64,F,alaa.mahmoud@yahoo.com,519.25,2024-07-06 00:00:00.000000,Unkwon,4,7,2024
CUST1113,Mark Smith,64,F,mark.smith@gmail.com,440.41,2022-11-28 00:00:00.000000,Unkwon,1,11,2022
CUST1114,Sara Mahmoud,64,M,sara.mahmoud@yahoo.com,490.23,2023-12-21 00:00:00.000000,Toys,2,12,2023
CUST1115,John Ali,64,M,john.ali@hotmail.com,12.52,2024-06-02 00:00:00.000000,Clothing,4,6,2024
CUST1116,Sara Gaber,64,F,sara.gaber@gmail.com,500.41,2024-10-23 00:00:00.000000,Clothing,3,10,2024
CUST1117,Ali Hassan,64,M,ali.hassan@yahoo.com,71.93,2022-11-22 00:00:00.000000,Unkwon,5,11,2022
CUST1118,Alaa Mahmoud,64,M,alaa.mahmoud@gmail.com,287.82,2024-03-17 04:28:05.570131,Unkwon,10,3,2024
CUST1119,Ali Mahmoud,64,M,ali.mahmoud@yahoo.com,259.98,2024-03-17 04:28:05.570131,Electronics,2,3,2024
CUST1120,Ali Mahmoud,64,F,ali.mahmoud@gmail.com,741.43,2024-09-07 00:00:00.000000,Unkwon,4,9,2024
CUST1121,Fatma Mahmoud,64,F,fatma.mahmoud@yahoo.com,373.22,2024-11-04 00:00:00.000000,Electronics,2,11,2024
CUST1122,Mark Ali,64,F,mark.ali@hotmail.com,548.34,2024-06-25 00:00:00.000000,Books,4,6,2024
CUST1123,Fatma Ibrahim,64,M,fatma.ibrahim@gmail.com,80.53,2023-08-03 00:00:00.000000,Toys,4,8,2023
CUST1124,Ahmed Mahmoud,44,M,ahmed.mahmoud@gmail.com,927.77,2024-05-25 00:00:00.000000,Toys,5,5,2024
CUST1125,John Gaber,64,F,john.gaber@yahoo.com,520.22,2023-04-19 00:00:00.000000,Toys,10,4,2023
CUST1126,Fatma Gaber,64,F,fatma.gaber@gmail.com,257.81,2023-06-02 00:00:00.000000,Unkwon,4,6,2023
CUST1127,Ali Smith,64,M,ali.smith@gmail.com,411.02,2022-10-28 00:00:00.000000,Unkwon,10,10,2022
CUST1128,Fatma Gaber,64,F,fatma.gaber@gmail.com,430.01,2024-02-27 00:00:00.000000,Books,3,2,2024
CUST1129,Fatma Ibrahim,40,M,fatma.ibrahim@gmail.com,958.06,2024-06-25 00:00:00.000000,Clothing,2,6,2024
CUST1130,Sara Ali,64,F,sara.ali@hotmail.com,89.27,2024-10-08 00:00:00.000000,Unkwon,5,10,2024
CUST1131,Sara Gaber,64,M,sara.gaber@yahoo.com,950.64,2025-03-08 00:00:00.000000,Home,5,3,2025
CUST1132,John Ali,64,M,john.ali@gmail.com,7.36,2025-01-15 00:00:00.000000,Clothing,2,1,2025
CUST1133,Alaa Mahmoud,64,F,alaa.mahmoud@hotmail.com,456.98,2024-08-22 00:00:00.000000,Clothing,10,8,2024
CUST1134,Sara Ali,64,F,sara.ali@gmail.com,979.32,2024-08-09 00:00:00.000000,Toys,1,8,2024
CUST1135,Ali Smith,64,M,ali.smith@hotmail.com,320.92,2025-02-20 00:00:00.000000,Home,4,2,2025
CUST1136,Alaa Hassan,64,F,alaa.hassan@gmail.com,615.09,2025-01-25 00:00:00.000000,Toys,3,1,2025
CUST1137,Alaa Ali,64,F,alaa.ali@yahoo.com,755.4,2025-03-03 00:00:00.000000,Unkwon,2,3,2025
CUST1138,Fatma Ibrahim,79,M,fatma.ibrahim@yahoo.com,509.4188823816496,2025-05-16 00:00:00.000000,Electronics,3,5,2025
CUST1139,Fatma Gaber,35,M,fatma.gaber@gmail.com,5.57,2024-08-29 00:00:00.000000,Books,3,8,2024
CUST1140,Sara Hassan,53,M,sara.hassan@yahoo.com,415.28,2024-03-17 04:28:05.570131,Books,2,3,2024
CUST1141,Ali Mahmoud,64,F,ali.mahmoud@yahoo.com,362.53,2025-04-12 00:00:00.000000,Toys,1,4,2025
CUST1142,Ahmed Hassan,79,M,ahmed.hassan@gmail.com,924.96,2024-04-21 00:00:00.000000,Clothing,3,4,2024
CUST1143,Alaa Mahmoud,64,M,alaa.mahmoud@hotmail.com,663.01,2024-08-26 00:00:00.000000,Clothing,3,8,2024
CUST1144,Ahmed Smith,64,M,ahmed.smith@gmail.com,316.02,2023-01-14 00:00:00.000000,Home,3,1,2023
CUST1145,John Mahmoud,64,F,john.mahmoud@yahoo.com,756.48,2023-06-08 00:00:00.000000,Electronics,4,6,2023
CUST1146,Alaa Smith,64,F,alaa.smith@hotmail.com,891.17,2023-04-28 00:00:00.000000,Books,4,4,2023
CUST1147,Fatma Hassan,64,M,fatma.hassan@hotmail.com,749.79,2025-07-11 00:00:00.000000,Books,5,7,2025
CUST1148,Mark Gaber,64,M,mark.gaber@gmail.com,323.94,2023-09-17 00:00:00.000000,Unkwon,2,9,2023
CUST1149,Lina Ali,64,F,lina.ali@hotmail.com,232.81,2023-07-04 00:00:00.000000,Electronics,2,7,2023
CUST1150,Sara Ali,64,M,sara.ali@gmail.com,341.99,2024-06-13 00:00:00.000000,Electronics,5,6,2024
CUST1151,Lina Ibrahim,64,M,lina.ibrahim@hotmail.com,251.62,2025-03-27 00:00:00.000000,Home,10,3,2025
CUST1152,Alaa Hassan,64,F,alaa.hassan@gmail.com,660.14,2024-09-20 00:00:00.000000,Electronics,2,9,2024
CUST1153,Ali Smith,64,M,ali.smith@gmail.com,656.09,2024-07-26 00:00:00.000000,Home,2,7,2024
CUST1154,John Gaber,64,M,john.gaber@yahoo.com,891.14,2024-02-18 00:00:00.000000,Clothing,1,2,2024
CUST1155,Ahmed Ibrahim,64,M,ahmed.ibrahim@hotmail.com,65.06,2022-12-29 00:00:00.000000,Unkwon,10,12,2022
CUST1156,Ali Ali,64,M,ali.ali@yahoo.com,354.43,2023-09-23 00:00:00.000000,Unkwon,3,9,2023
CUST1157,Ahmed Ali,89,F,ahmed.ali@hotmail.com,660.07,2023-04-21 00:00:00.000000,Toys,1,4,2023
CUST1158,Lina Gaber,64,M,lina.gaber@yahoo.com,916.59,2024-12-20 00:00:00.000000,Home,4,12,2024
CUST1159,Fatma Ibrahim,64,F,fatma.ibrahim@hotmail.com,629.77,2025-04-22 00:00:00.000000,Toys,2,4,2025
CUST1160,Ahmed Gaber,64,M,ahmed.gaber@yahoo.com,839.25,2023-12-19 00:00:00.000000,Books,10,12,2023
CUST1161,Mark Ibrahim,64,F,mark.ibrahim@hotmail.com,647.76,2023-12-01 00:00:00.000000,Unkwon,5,12,2023
CUST1162,Fatma Gaber,64,M,fatma.gaber@yahoo.com,249.85,2023-07-01 00:00:00.000000,Home,5,7,2023
CUST1163,Lina Ibrahim,64,F,lina.ibrahim@hotmail.com,340.52,2024-03-17 04:28:05.570131,Electronics,3,3,2024
CUST1164,Ahmed Mahmoud,64,M,ahmed.mahmoud@yahoo.com,902.48,2023-10-14 00:00:00.000000,Clothing,1,10,2023
CUST1165,Sara Ali,64,M,sara.ali@hotmail.com,382.67,2024-01-29 00:00:00.000000,Home,10,1,2024
CUST1166,Ali Hassan,64,M,ali.hassan@hotmail.com,653.73,2024-02-10 00:00:00.000000,Clothing,2,2,2024
CUST1167,Ali Smith,64,F,ali.smith@hotmail.com,972.88,2023-10-14 00:00:00.000000,Home,4,10,2023
CUST1168,Ali Mahmoud,64,F,ali.mahmoud@yahoo.com,835.86,2024-03-17 04:28:05.570131,Clothing,4,3,2024
CUST1169,Fatma Ibrahim,64,F,fatma.ibrahim@hotmail.com,641.96,2024-06-13 00:00:00.000000,Unkwon,1,6,2024
CUST1170,John Smith,64,M,john.smith@hotmail.com,307.77,2025-03-29 00:00:00.000000,Unkwon,4,3,2025
CUST1171,Fatma Smith,87,M,fatma.smith@yahoo.com,867.78,2024-03-17 04:28:05.570131,Clothing,3,3,2024
CUST1172,Fatma Gaber,64,M,fatma.gaber@yahoo.com,198.0,2025-07-04 00:00:00.000000,Unkwon,3,7,2025
CUST1173,Alaa Hassan,64,F,alaa.hassan@hotmail.com,685.55,2024-10-30 00:00:00.000000,Home,10,10,2024
CUST1174,Alaa Smith,64,F,alaa.smith@yahoo.com,592.21,2024-03-17 04:28:05.570131,Toys,2,3,2024
CUST1175,Alaa Smith,64,F,alaa.smith@yahoo.com,583.35,2023-12-16 00:00:00.000000,Unkwon,2,12,2023
CUST1176,Mark Mahmoud,64,M,mark.mahmoud@gmail.com,65.43,2024-03-06 00:00:00.000000,Toys,2,3,2024
CUST1177,John Ali,64,F,john.ali@hotmail.com,563.54,2025-04-14 00:00:00.000000,Toys,5,4,2025
CUST1178,John Smith,64,M,john.smith@yahoo.com,566.84,2023-07-05 00:00:00.000000,Unkwon,2,7,2023
CUST1179,Fatma Hassan,64,M,fatma.hassan@hotmail.com,338.73,2025-06-08 00:00:00.000000,Home,4,6,2025
CUST1180,Ali Ali,64,M,ali.ali@hotmail.com,153.08,2025-05-16 00:00:00.000000,Books,5,5,2025
CUST1181,John Gaber,64,F,john.gaber@yahoo.com,203.2,2024-07-27 00:00:00.000000,Books,1,7,2024
CUST1182,Lina Hassan,64,M,lina.hassan@gmail.com,173.4,2024-06-25 00:00:00.000000,Home,3,6,2024
CUST1183,John Hassan,30,F,john.hassan@gmail.com,957.09,2024-03-17 04:28:05.570131,Toys,1,3,2024
CUST1184,John Gaber,64,M,john.gaber@hotmail.com,39.61,2022-10-31 00:00:00.000000,Clothing,1,10,2022
CUST1185,Lina Gaber,64,M,lina.gaber@hotmail.com,467.64,2025-01-04 00:00:00.000000,Electronics,3,1,2025
CUST1186,Mark Hassan,64,M,mark.hassan@gmail.com,879.07,2023-11-06 00:00:00.000000,Toys,3,11,2023
CUST1187,Alaa Gaber,64,M,alaa.gaber@yahoo.com,739.06,2024-12-18 00:00:00.000000,Electronics,2,12,2024
CUST1188,Ali Gaber,64,M,ali.gaber@yahoo.com,337.71,2024-05-12 00:00:00.000000,Unkwon,5,5,2024
CUST1189,Fatma Gaber,64,F,fatma.gaber@yahoo.com,211.5,2024-05-24 00:00:00.000000,Electronics,5,5,2024
CUST1190,Lina Mahmoud,64,M,lina.mahmoud@yahoo.com,546.44,2022-10-30 00:00:00.000000,Home,3,10,2022
CUST1191,Ahmed Hassan,64,M,ahmed.hassan@hotmail.com,802.26,2025-03-17 00:00:00.000000,Clothing,3,3,2025
CUST1192,Ahmed Smith,64,M,ahmed.smith@hotmail.com,464.5,2024-03-17 04:28:05.570131,Clothing,2,3,2024
CUST1193,John Hassan,64,M,john.hassan@gmail.com,293.42,2023-11-12 00:00:00.000000,Unkwon,5,11,2023
CUST1194,Lina Gaber,23,M,lina.gaber@gmail.com,584.56,2024-03-17 04:28:05.570131,Books,2,3,2024
CUST1195,Fatma Hassan,84,M,fatma.hassan@yahoo.com,449.45,2023-03-18 00:00:00.000000,Electronics,10,3,2023
CUST1196,Ali Gaber,64,M,ali.gaber@yahoo.com,647.39,2025-01-10 00:00:00.000000,Electronics,4,1,2025
CUST1197,John Hassan,64,F,john.hassan@hotmail.com,225.1,2025-07-16 00:00:00.000000,Unkwon,5,7,2025
CUST1198,Ahmed Ali,26,M,ahmed.ali@hotmail.com,509.4188823816496,2023-11-04 00:00:00.000000,Clothing,1,11,2023
CUST1199,Alaa Gaber,64,F,alaa.gaber@hotmail.com,616.2,2023-05-04 00:00:00.000000,Books,4,5,2023
CUST1200,Ali Ali,64,F,ali.ali@hotmail.com,538.75,2023-06-14 00:00:00.000000,Toys,10,6,2023
CUST1201,Fatma Mahmoud,64,M,fatma.mahmoud@gmail.com,193.47,2025-04-06 00:00:00.000000,Unkwon,5,4,2025
CUST1202,Sara Ibrahim,64,M,sara.ibrahim@hotmail.com,45.36,2023-08-13 00:00:00.000000,Unkwon,1,8,2023
CUST1203,Ali Gaber,64,M,ali.gaber@yahoo.com,736.35,2023-10-05 00:00:00.000000,Home,2,10,2023
CUST1204,Fatma Mahmoud,36,M,fatma.mahmoud@gmail.com,273.43,2023-09-26 00:00:00.000000,Toys,5,9,2023
CUST1205,John Hassan,23,M,john.hassan@yahoo.com,509.4188823816496,2023-11-27 00:00:00.000000,Home,2,11,2023
CUST1206,Alaa Mahmoud,64,M,alaa.mahmoud@gmail.com,689.79,2025-06-08 00:00:00.000000,Toys,3,6,2025
CUST1207,Ahmed Ali,64,M,ahmed.ali@hotmail.com,877.79,2022-11-23 00:00:00.000000,Home,5,11,2022
CUST1208,Fatma Hassan,64,M,fatma.hassan@yahoo.com,179.63,2023-02-02 00:00:00.000000,Electronics,10,2,2023
CUST1209,Alaa Smith,64,M,alaa.smith@hotmail.com,87.22,2023-04-19 00:00:00.000000,Books,10,4,2023
CUST1210,Fatma Ibrahim,79,M,fatma.ibrahim@yahoo.com,688.98,2024-11-28 00:00:00.000000,Toys,2,11,2024
CUST1211,Fatma Mahmoud,64,M,fatma.mahmoud@gmail.com,545.4,2023-11-08 00:00:00.000000,Electronics,10,11,2023
CUST1212,Sara Ibrahim,64,M,sara.ibrahim@hotmail.com,859.82,2025-06-22 00:00:00.000000,Toys,5,6,2025
